student_id,gender,age,region,money
306,0,18,3,2
307,1,14,1,4
308,0,16,3,1
309,0,17,0,2
310,1,15,0,0
311,0,18,2,0
312,0,14,1,0
313,0,12,3,4
314,1,12,0,0
315,0,13,1,2
316,1,16,3,4
317,1,12,1,3
318,0,14,1,4
319,0,12,0,0
320,0,14,3,3
321,0,14,3,1
322,1,16,0,2
323,0,15,2,1
324,0,18,1,1
325,1,16,2,4
326,1,15,2,4
327,0,18,1,1
328,0,15,0,2
329,0,15,0,3
330,1,17,2,1
331,1,15,2,0
332,0,18,2,0
333,0,17,3,2
334,1,12,0,2
335,0,17,3,0
336,0,13,3,3
337,0,16,1,0
338,0,17,1,0
339,1,15,0,1
340,0,18,0,2
341,1,13,1,0
342,1,14,2,0
343,0,16,0,3
344,0,12,2,4
345,0,18,1,0
346,0,16,0,0
347,0,17,1,0
348,1,16,0,1
349,1,17,2,3
350,0,13,1,1
351,1,18,3,3
352,1,15,0,4
353,1,16,0,0
354,0,18,0,3
355,0,14,0,2
356,1,12,3,2
357,0,12,2,0
358,0,13,1,4
359,1,13,0,4
360,0,14,3,4
361,0,14,1,0
362,0,17,3,0
363,1,17,0,4
364,0,18,1,2
365,1,15,3,0
366,0,14,3,3
367,1,14,2,0
368,1,14,2,4
369,1,17,3,4
370,0,12,1,0
371,0,14,3,4
372,0,14,1,1
373,1,12,2,3
374,1,14,3,2
375,1,15,3,3
376,0,18,2,0
377,1,15,1,0
378,0,13,3,1
379,1,16,0,1
380,0,17,1,1
381,0,12,0,0
382,1,18,0,1
383,1,12,1,0
384,1,15,0,2
385,1,13,0,0
386,0,17,0,4
387,0,16,3,1
388,0,14,0,1
389,1,14,1,1
390,0,17,3,0
391,0,17,2,2
392,0,16,0,1
393,0,13,3,2
394,1,18,1,3
395,1,13,1,2
396,0,13,3,3
397,0,16,1,0
398,1,17,0,0
399,0,14,2,3
400,1,12,3,1
401,0,13,1,3
402,0,13,0,4
403,0,14,3,3
404,1,14,3,2
405,1,17,0,0
406,1,13,2,1
407,0,13,0,0
408,1,12,0,2
409,1,13,1,3
410,0,14,3,2
411,1,18,3,1
412,1,12,1,2
413,0,12,2,4
414,1,18,2,0
415,1,16,3,4
416,1,13,1,2
417,0,12,0,2
418,1,14,1,2
419,0,13,0,1
420,1,16,3,4
421,1,17,3,2
422,1,15,0,2
423,1,15,2,1
424,0,16,0,2
425,0,12,2,2
426,1,17,3,0
427,1,13,2,4
428,0,14,3,4
429,0,12,1,0
430,1,15,3,2
431,1,18,2,2
432,1,12,3,1
433,0,13,0,3
434,1,18,2,0
435,0,15,0,2
436,1,13,3,4
437,0,12,0,4
438,1,15,0,2
439,0,15,0,0
440,1,14,3,3
441,0,14,1,0
442,1,18,2,1
443,1,17,0,1
444,1,13,0,1
445,1,15,1,3
446,0,17,1,3
447,0,15,0,1
448,0,12,3,1
449,0,16,0,0
450,1,16,3,1
451,1,16,2,0
452,0,13,3,1
453,1,14,1,0
454,0,14,0,3
455,0,12,1,2
456,0,14,0,2
457,1,15,2,3
458,0,15,3,3
459,0,18,0,0
460,0,14,1,1
461,1,13,3,1
462,0,15,2,3
463,1,13,0,2
464,0,17,1,3
465,0,18,2,2
466,1,18,2,1
467,1,17,3,2
468,1,15,2,4
469,0,16,2,2
470,0,13,2,3
471,0,15,0,2
472,1,18,2,3
473,0,18,3,2
474,1,13,0,2
475,1,18,0,2
476,0,15,2,1
477,0,18,1,1
478,1,12,1,0
479,0,18,0,3
480,1,17,2,1
481,0,18,2,4
482,1,15,1,4
483,1,18,0,2
484,0,13,1,0
485,1,15,1,1
486,0,16,1,1
487,0,15,2,4
488,1,18,1,0
489,0,16,3,0
490,0,13,1,3
491,1,13,1,0
492,1,18,1,0
493,0,16,1,4
494,1,18,0,4
495,1,15,3,4
496,1,12,1,4
497,1,13,3,4
498,0,15,0,2
499,1,12,1,2
500,1,15,0,2
501,0,12,3,4
502,1,18,2,1
503,0,14,0,2
504,0,16,1,3
505,1,18,2,2
506,0,17,3,2
507,1,15,0,2
508,0,17,3,0
509,1,12,2,0
510,1,18,3,1
511,1,15,2,0
512,1,15,1,0
513,1,18,0,2
514,0,18,3,4
515,1,18,1,1
516,0,13,0,3
517,1,12,1,3
518,0,13,1,1
519,0,14,0,0
520,1,18,2,3
521,1,14,2,1
522,0,18,3,0
523,0,13,2,4
524,1,14,2,3
525,1,12,0,0
526,1,16,1,2
527,1,12,1,3
528,1,12,2,3
529,0,18,3,3
530,0,18,3,3
531,1,13,0,1
532,0,18,2,4
533,1,15,0,1
534,0,18,1,2
535,0,16,2,3
536,1,13,2,3
537,1,13,2,1
538,0,15,0,2
539,1,16,3,3
540,0,13,2,1
541,0,12,2,0
542,0,18,0,4
543,1,15,1,4
544,1,14,1,3
545,0,12,3,3
546,1,12,0,2
547,0,12,3,3
548,0,14,3,2
549,0,15,1,1
550,0,12,0,0
551,0,14,2,2
552,0,16,1,4
553,0,13,0,0
554,0,16,1,2
555,1,12,1,1
556,0,16,3,2
557,0,13,2,0
558,1,14,3,1
559,0,17,2,2
560,1,14,2,3
561,0,12,1,1
562,1,17,2,4
563,0,12,0,4
564,0,13,0,4
565,1,17,1,1
566,0,13,3,0
567,1,12,1,1
568,0,13,2,2
569,1,17,2,0
570,0,16,2,0
571,0,14,2,0
572,1,14,2,3
573,1,18,0,4
574,0,16,3,0
575,1,13,3,2
576,0,16,0,0
577,0,15,2,0
578,0,16,3,3
579,0,17,3,3
580,0,16,3,1
581,1,18,0,0
582,0,18,2,0
583,0,18,0,3
584,1,13,3,1
585,1,13,0,1
586,0,13,3,4
587,1,12,2,2
588,1,13,0,3
589,1,13,3,0
590,1,18,1,0
591,1,14,3,0
592,0,14,1,0
593,1,15,3,0
594,1,17,1,4
595,0,12,1,4
596,1,15,1,0
597,0,18,0,1
598,1,12,3,2
599,1,12,1,3
600,1,17,1,3
601,1,14,1,4
602,0,18,0,3
603,0,12,2,0
604,1,12,3,4
605,1,12,2,4
606,0,16,2,0
607,0,12,2,4
608,1,16,0,3
609,1,12,3,3
610,0,13,0,2
611,0,16,0,2
612,1,14,3,3
613,1,18,1,4
614,1,17,3,1
615,1,16,2,1
616,1,17,0,2
617,1,14,0,1
618,1,18,2,0
619,0,13,0,2
620,1,12,3,0
621,1,14,1,4
622,0,17,1,1
623,0,17,0,2
624,0,15,0,0
625,1,13,1,3
626,0,13,1,4
627,0,13,1,1
628,1,18,2,2
629,0,17,3,3
630,0,13,1,0
631,0,13,3,0
632,1,16,1,4
633,0,16,1,2
634,1,18,3,2
635,1,16,3,0
636,0,18,1,4
637,0,16,1,1
638,1,14,0,0
639,1,15,1,1
640,0,14,0,1
641,0,14,3,2
642,1,13,1,0
643,1,12,1,4
644,1,14,3,4
645,0,18,3,2
646,1,12,1,0
647,0,13,2,3
648,0,18,0,4
649,0,17,2,0
650,0,16,3,3
651,1,13,2,1
652,1,14,2,4
653,1,17,0,1
654,0,12,1,4
655,1,14,3,0
656,1,15,3,2
657,0,13,0,1
658,1,15,1,3
659,0,17,0,1
660,1,15,2,0
661,1,17,0,2
662,1,18,0,4
663,0,17,2,1
664,0,12,2,0
665,0,15,1,2
666,1,12,2,1
667,1,18,3,2
668,1,16,3,4
669,1,16,3,0
670,0,14,2,4
671,1,14,2,4
672,0,18,3,1
673,1,15,3,4
674,0,15,3,0
675,1,13,1,4
676,1,12,2,2
677,0,18,3,0
678,1,16,2,2
679,0,16,0,3
680,1,18,3,1
681,0,14,2,3
682,1,15,0,1
683,1,12,0,0
684,0,17,2,1
685,1,15,3,1
686,1,12,3,1
687,1,17,2,0
688,1,18,0,0
689,1,16,2,4
690,1,16,3,1
691,0,14,0,2
692,0,14,0,3
693,0,15,1,4
694,1,13,1,0
695,1,13,2,4
696,0,13,3,0
697,0,14,2,4
698,0,16,0,3
699,1,15,3,1
700,1,15,0,4
701,0,17,2,0
702,0,16,0,4
703,1,15,1,3
704,0,12,2,3
705,1,15,0,3
706,0,12,2,0
707,0,12,3,4
708,0,13,3,4
709,1,14,1,1
710,0,13,3,1
711,0,15,3,2
712,1,18,1,1
713,0,14,0,3
714,1,13,3,0
715,0,13,2,4
716,0,15,3,3
717,0,15,2,3
718,1,15,3,2
719,1,15,3,3
720,1,17,0,2
721,1,17,0,3
722,1,18,3,1
723,0,17,0,4
724,1,17,0,4
725,1,16,0,4
726,1,18,1,0
727,1,17,3,4
728,0,18,3,3
729,0,13,3,4
730,1,13,0,4
731,0,18,3,2
732,0,13,0,2
733,0,12,2,1
734,0,13,1,4
735,1,17,1,0
736,1,14,1,1
737,0,15,0,4
738,0,12,0,1
739,0,14,1,2
740,0,17,3,4
741,0,17,0,4
742,0,17,3,2
743,0,13,0,3
744,0,12,0,1
745,1,12,0,1
746,0,18,2,0
747,0,14,0,2
748,0,14,2,3
749,1,12,1,2
750,1,18,3,0
751,1,17,1,4
752,0,16,0,2
753,0,18,0,2
754,0,17,0,3
755,0,15,2,3
756,1,18,3,1
757,1,12,3,4
758,1,12,2,1
759,0,16,2,3
760,1,12,1,3
761,1,18,2,0
762,1,16,1,2
763,1,14,3,2
764,0,15,2,1
765,1,14,0,0
766,1,17,1,2
767,1,17,2,0
768,0,13,0,1
769,0,12,1,0
770,1,14,1,3
771,0,14,0,2
772,1,12,3,1
773,1,16,1,2
774,0,17,2,4
775,1,18,1,0
776,0,16,0,2
777,0,15,1,0
778,1,15,1,4
779,0,15,3,2
780,0,13,1,1
781,0,18,0,2
782,0,13,0,1
783,1,18,2,1
784,0,15,0,3
785,1,14,0,1
786,0,17,0,2
787,1,17,0,0
788,1,14,3,2
789,0,12,2,2
790,1,13,0,0
791,1,13,3,0
792,0,13,0,2
793,0,14,0,0
794,1,15,1,3
795,1,14,1,1
796,1,18,0,0
797,1,14,3,1
798,1,14,0,1
799,1,15,3,2
800,1,17,2,2
801,0,18,0,0
802,1,18,2,0
803,1,17,2,4
804,1,12,3,2
805,0,16,0,4
806,0,16,1,1
807,1,15,0,3
808,1,13,1,4
809,1,14,0,3
810,0,17,0,0
811,1,18,1,3
812,1,18,0,1
813,1,15,1,0
814,0,18,3,4
815,1,13,0,0
816,0,13,3,4
817,0,13,1,4
818,1,15,3,1
819,0,16,0,1
820,0,17,3,3
821,1,12,0,2
822,0,17,0,1
823,0,12,2,2
824,1,18,2,1
825,1,14,0,1
826,0,14,2,1
827,1,12,3,1
828,0,17,0,3
829,1,12,0,0
830,1,14,3,0
831,1,12,3,0
832,1,12,2,1
833,1,14,3,3
834,0,12,0,2
835,0,14,3,2
836,0,16,0,4
837,0,14,1,3
838,1,14,3,0
839,0,18,2,1
840,1,14,1,0
841,0,12,1,0
842,1,18,2,0
843,1,17,2,2
844,1,18,2,2
845,1,17,3,2
846,1,17,2,4
847,0,14,0,4
848,0,18,0,3
849,1,13,3,1
850,0,15,1,2
851,1,15,1,3
852,0,12,1,4
853,0,13,0,2
854,1,17,1,2
855,0,14,3,1
856,1,16,1,3
857,0,14,2,0
858,0,17,3,3
859,0,15,3,4
860,1,18,0,2
861,1,13,3,1
862,0,17,1,2
863,1,12,2,4
864,1,14,2,3
865,1,16,1,4
866,1,16,2,0
867,1,14,1,2
868,1,16,3,3
869,1,13,3,2
870,1,14,0,0
871,0,16,3,0
872,0,13,2,0
873,1,16,0,1
874,0,12,1,0
875,1,16,2,4
876,0,14,1,0
877,0,15,3,3
878,0,13,0,0
879,0,17,3,3
880,0,16,2,3
881,0,17,2,3
882,1,12,1,4
883,0,15,2,2
884,0,16,1,0
885,0,17,3,2
886,1,12,2,2
887,0,18,3,1
888,1,18,2,3
889,1,16,2,4
890,1,13,3,2
891,0,16,0,3
892,0,18,3,2
893,0,16,0,4
894,1,17,2,0
895,0,15,3,2
896,0,13,1,3
897,1,12,2,0
898,0,17,3,4
899,1,16,3,2
900,0,14,0,0
901,1,14,2,3
902,0,12,1,3
903,1,18,0,1
904,1,12,0,1
905,1,14,3,0
906,0,18,2,4
907,1,12,3,4
908,0,15,0,1
909,0,12,1,3
910,1,14,3,3
911,0,18,0,4
912,0,18,2,2
913,1,13,2,4
914,0,18,3,0
915,0,13,1,2
916,1,18,2,1
917,0,14,2,1
918,0,14,1,2
919,0,15,0,2
920,0,16,1,0
921,1,16,2,1
922,0,15,0,2
923,1,16,0,0
924,1,12,0,1
925,0,16,0,4
926,1,17,1,0
927,0,14,0,0
928,0,13,3,1
929,1,17,3,3
930,0,14,0,3
931,1,16,1,0
932,1,18,3,2
933,1,13,2,4
934,0,18,0,0
935,1,18,2,4
936,0,15,1,2
937,1,16,2,0
938,0,17,1,4
939,0,17,2,3
940,0,14,0,0
941,1,16,3,3
942,1,14,2,1
943,1,12,3,4
944,1,12,0,3
945,0,13,3,0
946,0,15,1,3
947,0,15,2,2
948,1,14,0,0
949,0,18,0,1
950,0,18,0,0
951,0,17,3,2
952,0,13,2,3
953,1,12,3,3
954,1,18,2,1
955,0,14,1,2
956,1,15,3,4
957,0,17,1,4
958,0,12,2,1
959,1,12,1,2
960,0,17,2,3
961,1,17,3,3
962,0,17,1,0
963,1,15,0,1
964,0,13,1,2
965,1,12,3,1
966,1,18,2,2
967,1,18,0,1
968,0,17,3,3
969,1,17,0,0
970,1,13,2,2
971,0,13,1,0
972,1,16,3,2
973,0,17,1,4
974,0,18,1,0
975,1,16,2,2
976,1,14,3,0
977,0,15,0,2
978,1,14,2,1
979,0,16,3,1
980,1,13,3,1
981,0,14,0,4
982,1,14,1,3
983,0,18,3,2
984,0,14,3,2
985,1,18,1,4
986,0,15,1,4
987,0,17,2,0
988,0,15,2,1
989,0,17,3,4
990,1,13,1,0
991,1,12,1,0
992,0,16,1,2
993,1,12,3,0
994,0,16,2,1
995,0,13,0,1
996,0,17,1,3
997,1,15,0,0
998,0,18,0,3
999,1,14,3,3
1000,1,13,1,3
1001,0,14,1,1
1002,0,17,0,4
1003,0,15,3,0
1004,0,12,2,1
1005,0,12,0,2
1006,1,13,3,3
1007,1,12,1,3
1008,1,16,1,1
1009,0,18,2,4
1010,0,16,1,4
1011,1,18,2,0
1012,1,16,1,1
1013,0,13,1,4
1014,0,18,3,2
1015,1,13,2,0
1016,1,13,2,4
1017,1,13,3,4
1018,0,14,2,0
1019,1,15,0,4
1020,1,14,3,3
1021,0,14,0,0
1022,0,14,2,2
1023,1,13,0,2
1024,1,16,0,3
1025,0,17,1,3
1026,0,18,2,4
1027,0,17,3,1
1028,0,12,1,2
1029,0,16,1,3
1030,1,15,2,3
1031,0,14,2,4
1032,0,15,2,3
1033,0,13,2,0
1034,0,17,1,2
1035,0,12,0,2
1036,0,12,2,4
1037,0,14,0,3
1038,1,15,2,4
1039,0,14,1,1
1040,0,16,2,4
1041,1,14,1,0
1042,0,12,1,3
1043,1,12,3,1
1044,1,16,1,1
1045,1,16,3,2
1046,0,18,0,2
1047,0,15,0,4
1048,0,17,3,1
1049,1,12,3,2
1050,0,17,1,2
1051,0,14,0,0
1052,1,13,3,4
1053,0,12,1,4
1054,1,12,3,3
1055,0,18,3,1
1056,0,17,1,0
1057,1,12,0,3
1058,1,15,0,4
1059,1,16,1,2
1060,0,16,1,3
1061,1,17,0,1
1062,0,13,3,1
1063,0,12,1,4
1064,0,12,0,4
1065,0,16,2,4
1066,0,18,2,3
1067,0,18,2,1
1068,0,16,3,1
1069,1,13,2,4
1070,0,17,1,2
1071,0,13,0,0
1072,1,18,3,1
1073,1,17,2,2
1074,1,17,0,1
1075,1,14,2,3
1076,1,12,3,4
1077,0,18,2,2
1078,0,16,1,2
1079,1,12,0,3
1080,1,16,0,3
1081,1,15,3,1
1082,0,12,3,0
1083,1,12,3,0
1084,1,17,1,2
1085,0,16,1,0
1086,1,12,0,2
1087,0,12,0,2
1088,0,17,0,1
1089,1,18,3,0
1090,1,14,2,4
1091,1,12,2,2
1092,1,15,3,1
1093,0,14,0,4
1094,1,17,3,2
1095,1,17,3,4
1096,1,18,0,2
1097,0,13,2,3
1098,0,17,2,1
1099,1,12,3,0
1100,1,17,1,2
1101,1,14,3,4
1102,1,18,3,4
1103,1,13,1,4
1104,1,14,3,4
1105,0,17,0,4
1106,1,12,2,2
1107,0,14,2,0
1108,1,18,0,2
1109,0,16,1,2
1110,0,12,2,0
1111,0,15,0,3
1112,0,17,2,4
1113,1,14,1,3
1114,0,16,3,4
1115,1,17,2,4
1116,1,15,1,0
1117,1,14,0,4
1118,1,18,1,2
1119,0,15,0,2
1120,1,15,2,2
1121,0,18,1,0
1122,1,13,1,2
1123,1,15,0,4
1124,1,12,2,2
1125,0,14,0,3
1126,1,16,2,0
1127,1,16,1,0
1128,0,13,2,4
1129,1,14,3,0
1130,1,15,3,2
1131,0,14,2,3
1132,0,17,0,0
1133,0,18,0,4
1134,1,16,1,3
1135,0,15,1,2
1136,1,14,2,3
1137,0,18,2,0
1138,0,13,3,2
1139,1,15,3,2
1140,1,16,0,4
1141,1,15,1,2
1142,0,18,2,4
1143,0,14,2,3
1144,0,14,2,2
1145,0,12,3,2
1146,0,15,0,2
1147,1,18,0,0
1148,1,17,3,0
1149,0,14,0,3
1150,1,13,3,0
1151,0,12,2,4
1152,0,17,2,2
1153,0,18,1,1
1154,1,12,1,2
1155,1,18,3,4
1156,0,13,3,4
1157,0,13,3,0
1158,0,14,0,0
1159,1,16,0,2
1160,0,18,3,0
1161,0,17,3,3
1162,1,18,3,4
1163,1,12,3,1
1164,1,17,3,0
1165,0,16,2,2
1166,0,17,3,2
1167,1,16,2,2
1168,1,15,1,0
1169,0,14,1,3
1170,0,16,2,2
1171,1,13,0,4
1172,0,16,3,2
1173,1,16,1,4
1174,1,16,3,3
1175,1,15,2,4
1176,1,12,2,4
1177,1,18,0,1
1178,0,13,3,2
1179,1,16,1,4
1180,0,17,2,1
1181,1,13,0,1
1182,1,14,0,4
1183,0,15,0,3
1184,0,17,2,0
1185,0,13,0,3
1186,0,13,1,0
1187,1,18,0,1
1188,0,18,3,2
1189,0,14,2,3
1190,1,16,3,0
1191,1,14,3,4
1192,0,14,2,3
1193,0,15,2,2
1194,1,15,1,1
1195,0,15,1,1
1196,0,13,1,0
1197,1,14,3,1
1198,1,15,1,0
1199,0,12,1,3
1200,0,14,0,1
1201,0,16,2,0
1202,1,15,3,2
1203,1,12,2,4
1204,1,16,1,2
1205,0,13,3,2
1206,0,12,0,0
1207,0,14,3,2
1208,1,12,0,3
1209,0,18,0,0
1210,0,14,1,4
1211,0,16,2,0
1212,1,18,0,0
1213,1,15,2,2
1214,0,14,2,4
1215,1,15,0,4
1216,1,14,2,2
1217,1,12,2,3
1218,0,14,3,0
1219,1,17,1,0
1220,1,15,1,4
1221,1,12,2,3
1222,1,17,0,0
1223,0,12,1,1
1224,0,17,1,4
1225,1,16,2,1
1226,0,18,2,0
1227,1,16,2,0
1228,0,14,0,1
1229,0,13,1,4
1230,1,15,3,2
1231,1,15,2,0
1232,0,18,1,1
1233,1,15,0,4
1234,1,12,1,2
1235,0,12,1,2
1236,1,13,0,2
1237,0,14,0,4
1238,1,15,3,1
1239,1,14,2,1
1240,1,15,3,4
1241,1,14,1,1
1242,1,12,3,4
1243,1,17,2,0
1244,0,18,3,4
1245,0,12,0,1
1246,1,18,3,3
1247,1,14,3,0
1248,0,15,2,2
1249,1,12,2,2
1250,0,18,1,0
1251,0,13,1,3
1252,1,13,0,1
1253,1,15,2,3
1254,0,18,2,4
1255,1,14,1,0
1256,1,18,1,1
1257,0,16,0,3
1258,0,12,0,2
1259,1,12,3,3
1260,1,12,2,1
1261,0,15,0,2
1262,0,14,1,4
1263,1,13,2,1
1264,0,17,1,1
1265,0,12,2,2
1266,0,16,3,3
1267,0,18,1,1
1268,0,12,3,3
1269,1,13,3,4
1270,1,17,1,1
1271,0,16,3,2
1272,0,18,3,3
1273,1,16,3,0
1274,0,12,3,3
1275,1,12,2,0
1276,1,13,0,4
1277,0,12,1,3
1278,1,12,1,1
1279,0,17,2,0
1280,1,17,2,0
1281,0,18,0,4
1282,0,14,2,3
1283,0,14,2,2
1284,0,12,0,4
1285,1,17,0,1
1286,1,13,0,1
1287,0,12,2,1
1288,0,18,0,4
1289,1,17,0,2
1290,1,17,0,2
1291,1,18,3,0
1292,1,12,2,0
1293,0,17,1,3
1294,1,13,2,2
1295,0,13,2,3
1296,1,12,2,1
1297,0,14,0,2
1298,1,14,3,1
1299,0,16,0,2
1300,0,13,3,4
1301,1,18,1,0
1302,0,17,1,4
1303,0,14,2,3
1304,1,16,0,2
1305,0,15,1,4
1306,0,16,0,2
1307,0,15,2,3
1308,1,17,3,4
1309,0,14,1,0
1310,0,14,3,1
1311,1,18,1,2
1312,0,13,1,0
1313,0,13,2,2
1314,1,16,0,0
1315,1,13,2,2
1316,1,16,0,2
1317,0,14,1,0
1318,1,16,1,2
1319,0,17,2,4
1320,0,15,3,0
1321,0,18,3,2
1322,0,16,0,3
1323,1,15,2,0
1324,0,16,3,4
1325,0,14,2,0
1326,0,13,0,4
1327,0,14,3,3
1328,0,18,2,0
1329,1,15,0,2
1330,1,12,1,1
1331,0,12,1,2
1332,1,13,3,3
1333,1,14,2,3
1334,1,16,2,4
1335,1,18,2,2
1336,1,12,1,1
1337,1,17,3,3
1338,1,15,2,4
1339,0,18,2,4
1340,0,12,2,0
1341,0,17,2,3
1342,1,13,3,0
1343,1,16,1,0
1344,1,15,0,4
1345,0,16,3,1
1346,1,16,2,4
1347,0,18,3,1
1348,0,18,1,0
1349,0,18,3,2
1350,0,13,2,4
1351,1,18,0,1
1352,1,14,1,0
1353,0,18,3,4
1354,0,15,2,1
1355,0,16,0,3
1356,1,14,0,4
1357,1,14,2,3
1358,1,12,1,1
1359,1,16,0,2
1360,0,12,3,0
