student_id,gender,age,region,money
403,0,18,0,0
404,0,12,3,4
405,1,14,2,1
406,1,15,3,0
407,0,15,0,2
408,0,16,2,0
409,0,18,0,3
410,0,14,1,4
411,1,13,3,3
412,0,12,3,1
413,0,12,1,4
414,0,17,3,0
415,0,16,2,3
416,0,14,3,0
417,0,16,0,3
418,1,13,1,2
419,0,13,2,4
420,0,18,2,0
421,1,14,0,3
422,0,16,0,3
423,0,15,3,2
424,0,16,2,1
425,0,18,3,4
426,1,17,0,2
427,0,17,0,2
428,0,18,1,2
429,1,14,0,1
430,0,17,2,0
431,1,12,1,1
432,1,16,2,1
433,0,18,1,4
434,1,18,3,3
435,0,14,0,4
436,0,13,0,0
437,1,14,3,1
438,1,15,0,4
439,1,15,0,3
440,1,16,0,4
441,1,13,0,4
442,0,13,1,1
443,0,12,1,4
444,0,17,1,4
445,1,15,0,1
446,1,14,1,4
447,1,16,0,1
448,0,12,2,3
449,0,18,0,3
450,1,14,0,2
451,1,12,2,3
452,0,15,3,0
453,1,16,1,1
454,0,14,0,1
455,0,15,1,0
456,0,15,3,2
457,1,16,1,3
458,1,17,3,2
459,0,17,3,2
460,1,14,3,1
461,0,16,1,4
462,1,16,1,4
463,0,18,0,0
464,0,15,2,0
465,1,17,2,2
466,0,18,2,4
467,1,14,2,1
468,0,18,1,4
469,1,15,3,4
470,1,15,2,0
471,0,13,0,3
472,1,13,3,1
473,0,15,3,0
474,0,15,2,1
475,1,16,3,2
476,0,18,3,2
477,0,12,1,1
478,0,13,0,3
479,0,15,1,3
480,1,16,2,0
481,0,15,2,0
482,1,18,1,0
483,0,18,1,4
484,0,13,0,0
485,1,12,0,1
486,0,17,1,3
487,1,18,0,4
488,1,14,3,4
489,1,13,2,4
490,0,15,0,2
491,0,14,3,2
492,1,17,1,3
493,0,15,1,0
494,1,15,1,3
495,0,13,2,3
496,0,12,3,3
497,1,15,0,4
498,0,17,1,3
499,1,15,1,4
500,1,14,3,1
501,0,16,0,2
502,0,12,0,2
503,0,16,1,0
504,0,15,3,1
505,0,18,0,3
506,0,16,1,3
507,0,12,2,4
508,0,18,2,0
509,1,14,3,4
510,0,13,0,1
511,1,14,2,1
512,0,15,0,3
513,0,14,2,1
514,1,16,2,0
515,0,14,2,0
516,0,17,1,2
517,1,13,0,1
518,0,12,3,2
519,0,12,0,4
520,1,18,0,0
521,0,17,2,0
522,0,18,1,2
523,0,13,3,4
524,1,15,0,2
525,1,13,1,4
526,1,16,0,0
527,1,16,1,3
528,0,14,3,2
529,1,13,3,2
530,1,16,2,0
531,0,12,2,1
532,0,18,1,2
533,0,14,0,2
534,0,18,3,0
535,0,12,0,3
536,0,14,1,3
537,0,18,0,2
538,0,18,3,1
539,0,13,0,0
540,0,16,3,3
541,0,15,0,4
542,1,17,0,0
543,0,17,1,3
544,1,16,1,1
545,1,14,2,1
546,0,14,3,1
547,0,13,0,1
548,0,18,1,4
549,0,14,3,1
550,1,18,0,3
551,1,18,2,3
552,0,18,0,2
553,0,13,2,4
554,0,13,3,1
555,0,17,1,0
556,0,13,2,0
557,0,17,0,2
558,1,16,2,2
559,1,17,0,3
560,0,15,3,4
561,0,15,3,1
562,0,17,2,1
563,0,18,3,2
564,0,13,2,3
565,1,16,3,4
566,1,13,0,3
567,1,15,2,2
568,1,14,1,0
569,0,15,2,0
570,0,14,1,3
571,1,13,2,1
572,0,13,3,4
573,0,17,2,2
574,1,12,0,0
575,0,15,2,4
576,0,15,0,2
577,0,15,0,2
578,0,14,1,4
579,1,13,1,2
580,0,13,1,1
581,0,17,3,0
582,0,18,3,4
583,0,13,2,4
584,0,13,3,4
585,0,12,2,3
586,1,17,0,3
587,0,16,2,3
588,0,16,3,0
589,1,12,3,4
590,0,17,2,3
591,1,18,2,1
592,0,16,2,3
593,1,18,2,3
594,1,17,3,1
595,1,18,2,3
596,0,18,0,3
597,1,12,1,2
598,1,13,1,1
599,0,18,0,1
600,1,13,0,0
601,1,18,3,3
602,1,17,2,2
603,0,13,0,3
604,0,17,3,1
605,0,13,3,2
606,1,12,0,0
607,0,17,3,4
608,0,17,0,1
609,0,15,2,0
610,0,18,2,0
611,1,16,1,0
612,0,17,1,4
613,0,17,1,3
614,1,17,0,0
615,1,18,1,0
616,0,14,3,2
617,0,14,1,3
618,0,16,2,0
619,0,15,2,3
620,1,15,0,4
621,0,14,2,1
622,0,14,3,1
623,0,14,3,2
624,0,13,3,2
625,1,12,1,3
626,0,15,0,3
627,1,17,3,4
628,1,15,1,0
629,0,18,2,2
630,1,12,2,3
631,1,12,2,0
632,0,15,3,2
633,0,14,1,0
634,1,18,1,0
635,1,18,3,4
636,1,12,1,3
637,1,16,0,4
638,0,17,0,3
639,0,13,1,1
640,1,16,2,0
641,1,15,3,4
642,1,13,0,3
643,0,17,3,2
644,1,15,0,2
645,1,13,3,4
646,1,17,3,0
647,0,18,3,2
648,1,18,1,2
649,1,18,2,2
650,1,18,1,2
651,0,16,2,3
652,1,15,1,1
653,0,16,2,0
654,1,17,2,2
655,0,13,1,3
656,0,14,2,4
657,0,17,3,3
658,0,17,1,2
659,0,15,1,1
660,0,13,2,3
661,0,17,2,0
662,0,12,1,0
663,0,16,3,0
664,0,16,3,4
665,0,18,3,0
666,1,16,1,1
667,1,18,2,1
668,0,15,0,2
669,0,18,2,4
670,1,15,2,1
671,1,15,2,1
672,0,15,1,4
673,1,18,0,4
674,1,14,2,0
675,0,15,1,1
676,0,15,2,3
677,1,12,2,1
678,0,17,0,1
679,1,14,1,4
680,1,18,1,0
681,0,15,2,3
682,0,16,1,0
683,0,15,2,1
684,1,16,0,3
685,0,13,2,2
686,1,16,2,2
687,1,14,0,2
688,0,15,0,0
689,1,12,0,1
690,0,14,1,3
691,0,13,2,4
692,0,14,1,4
693,0,15,3,2
694,0,16,1,4
695,0,12,3,4
696,1,15,3,3
697,1,14,3,3
698,1,14,2,3
699,1,13,3,1
700,1,14,3,3
701,1,16,3,3
702,0,13,0,3
703,1,12,1,0
704,0,18,3,0
705,0,18,0,0
706,0,16,3,2
707,1,16,1,3
708,1,12,3,1
709,1,12,2,1
710,1,13,3,3
711,0,16,0,1
712,1,12,3,3
713,1,12,0,1
714,0,13,1,3
715,0,12,2,2
716,0,15,1,1
717,0,18,0,1
718,1,13,0,1
719,0,14,2,4
720,0,18,1,4
721,0,12,1,0
722,0,16,0,1
723,1,16,0,0
724,1,15,2,2
725,1,15,1,0
726,1,13,1,2
727,1,16,0,0
728,1,13,1,4
729,1,15,0,0
730,0,14,3,4
731,1,17,3,1
732,0,15,1,2
733,1,15,2,4
734,0,15,2,0
735,1,15,1,1
736,1,17,1,1
737,0,14,1,4
738,1,14,2,3
739,0,12,0,4
740,1,17,1,4
741,1,14,2,3
742,1,16,2,1
743,0,17,1,3
744,0,16,3,2
745,0,17,1,3
746,0,13,0,3
747,1,14,3,3
748,0,14,2,2
749,0,13,1,2
750,1,18,1,1
751,0,12,2,0
752,0,14,0,1
753,1,18,0,1
754,0,13,3,3
755,1,12,0,0
756,0,18,2,0
757,0,16,1,3
758,1,18,2,4
759,1,13,2,3
760,1,12,1,1
761,1,12,2,4
762,0,14,0,3
763,1,18,1,0
764,0,17,1,0
765,0,16,1,0
766,0,15,2,3
767,0,16,1,3
768,0,17,1,3
769,0,14,3,3
770,0,14,2,2
771,0,12,0,3
772,1,15,3,2
773,1,15,0,2
774,1,17,3,2
775,1,16,3,4
776,0,15,2,2
777,1,16,2,2
778,0,16,1,0
779,0,15,1,3
780,1,13,0,0
781,0,12,1,3
782,1,16,0,2
783,1,16,1,0
784,0,16,2,4
785,1,13,1,2
786,0,12,2,4
787,1,18,0,4
788,0,18,1,0
789,0,16,2,4
790,1,15,2,3
791,0,13,2,2
792,0,16,3,3
793,1,12,1,0
794,0,13,0,1
795,0,15,3,3
796,0,17,2,3
797,0,15,3,3
798,0,18,3,0
799,0,15,2,3
800,0,18,3,4
801,1,15,3,4
802,0,15,3,0
803,1,15,0,2
804,1,16,2,0
805,1,15,1,3
806,1,14,0,4
807,1,16,2,0
808,1,12,2,3
809,1,18,0,1
810,0,17,1,2
811,1,15,2,4
812,1,15,2,2
813,0,18,3,3
814,1,18,0,4
815,0,14,0,4
816,0,12,0,2
817,0,16,1,4
818,0,17,1,4
819,1,12,0,1
820,1,18,0,0
821,1,18,3,2
822,1,16,0,4
823,1,15,3,1
824,0,17,1,4
825,1,13,0,3
826,0,18,3,1
827,0,17,0,2
828,0,13,0,1
829,1,14,0,4
830,0,13,1,4
831,0,15,3,2
832,0,14,1,2
833,0,13,2,0
834,0,12,1,4
835,1,16,0,4
836,0,17,1,4
837,0,14,1,2
838,1,16,3,0
839,0,13,0,2
840,1,17,3,1
841,0,13,3,0
842,0,16,2,2
843,1,15,1,4
844,0,18,1,4
845,0,15,1,1
846,0,14,3,4
847,0,12,0,3
848,1,13,1,1
849,1,17,0,1
850,1,18,0,3
851,0,16,2,4
852,0,13,2,0
853,1,18,1,4
854,0,17,2,1
855,1,14,0,1
856,0,16,1,1
857,0,17,3,3
858,1,13,0,4
859,1,15,2,3
860,0,16,2,4
861,0,14,1,0
862,1,18,3,0
863,0,18,0,2
864,0,13,0,1
865,0,13,1,3
866,0,13,1,3
867,0,12,0,4
868,0,14,1,4
869,1,15,0,3
870,0,12,2,0
871,0,12,3,1
872,0,18,1,3
873,0,17,2,2
874,0,15,1,3
875,1,17,0,2
876,1,17,3,3
877,1,12,1,2
878,1,17,3,4
879,0,18,1,4
880,0,14,3,3
881,1,16,3,1
882,1,12,2,3
883,0,15,0,0
884,1,18,1,4
885,1,14,0,1
886,0,15,3,4
887,1,14,2,2
888,0,12,0,4
889,1,17,1,0
890,1,16,0,3
891,1,12,3,3
892,1,16,3,1
893,1,14,2,1
894,0,15,1,0
895,1,16,3,1
896,0,16,0,0
897,0,17,3,4
898,1,16,3,2
899,1,16,1,4
900,0,16,0,3
901,1,13,3,2
902,0,17,3,4
903,0,17,1,2
904,0,18,0,1
905,0,17,2,3
906,0,17,1,1
907,0,17,2,3
908,1,15,1,2
909,0,15,1,0
910,0,18,2,0
911,0,17,0,4
912,1,14,0,4
913,0,17,1,3
914,0,18,3,2
915,1,13,2,0
916,0,13,1,3
917,0,13,2,1
918,1,16,1,1
919,0,16,2,4
920,0,15,1,3
921,0,13,1,1
922,0,17,1,0
923,0,12,1,1
924,0,15,3,4
925,1,13,2,0
926,1,14,3,2
927,1,16,2,2
928,0,17,0,1
929,1,13,3,3
930,0,17,2,0
931,1,12,0,0
932,1,13,0,0
933,1,15,0,3
934,0,18,1,2
935,0,13,0,4
936,1,17,2,0
937,1,15,3,2
938,0,14,1,4
939,0,16,3,4
940,0,18,2,2
941,0,17,0,2
942,1,18,0,4
943,0,18,3,1
944,0,17,1,1
945,1,13,0,1
946,0,12,3,2
947,1,13,2,4
948,1,17,3,0
949,0,14,0,3
950,1,15,0,3
951,0,16,0,0
952,0,15,3,3
953,0,12,1,3
954,0,14,2,4
955,1,15,0,0
956,0,14,3,3
957,0,17,2,0
958,0,13,3,0
959,1,15,2,2
960,1,15,0,4
961,0,18,1,2
962,1,12,0,4
963,0,12,1,2
964,0,18,3,1
965,0,16,2,0
966,0,12,3,3
967,1,18,2,3
968,1,13,1,3
969,1,13,0,0
970,1,16,0,0
971,0,16,2,4
972,1,14,3,2
973,1,18,1,4
974,1,14,1,2
975,0,14,3,4
976,0,15,1,1
977,1,15,1,0
978,1,13,2,4
979,1,17,1,4
980,0,12,1,1
981,0,17,2,3
982,1,14,1,2
983,1,17,0,1
984,0,14,0,0
985,1,18,0,3
986,1,15,1,3
987,0,15,3,1
988,1,17,3,2
989,1,14,0,3
990,0,17,3,3
991,0,12,0,1
992,1,16,0,3
993,1,15,0,0
994,1,16,0,4
995,0,15,0,2
996,1,13,0,1
997,1,13,0,0
998,1,14,1,2
999,0,15,2,4
1000,1,14,1,0
1001,1,15,3,0
1002,0,14,0,1
1003,1,15,3,4
1004,0,13,2,1
1005,1,15,3,2
1006,1,16,1,1
1007,0,12,0,2
1008,1,18,2,4
1009,1,17,3,1
1010,1,16,0,4
1011,0,17,0,2
1012,0,14,0,1
1013,0,17,0,1
1014,0,13,1,3
1015,1,16,1,2
1016,0,16,2,4
1017,1,18,0,2
1018,0,15,1,0
1019,1,12,2,0
1020,1,16,0,2
1021,0,16,1,4
1022,0,16,0,4
1023,1,18,2,0
1024,1,12,1,2
1025,0,14,0,4
1026,0,12,2,1
1027,0,12,3,1
1028,0,13,2,4
1029,1,16,2,4
1030,1,13,0,3
1031,1,13,3,4
1032,1,18,3,2
1033,0,14,1,0
1034,0,16,1,3
1035,1,12,3,3
1036,0,17,3,0
1037,1,15,0,1
1038,0,13,1,2
1039,1,17,1,3
1040,0,17,0,3
1041,1,17,1,1
1042,0,15,1,0
1043,0,12,0,3
1044,1,13,1,3
1045,1,18,3,2
1046,0,13,0,2
1047,0,14,0,1
1048,1,15,1,4
1049,1,14,1,3
1050,0,12,0,0
1051,0,16,1,3
1052,1,16,0,0
1053,0,17,0,2
1054,1,12,2,2
1055,0,16,1,0
1056,1,18,3,4
1057,0,15,0,4
1058,1,16,1,2
1059,0,15,0,3
1060,0,15,1,2
1061,0,18,2,3
1062,1,13,0,3
1063,0,16,0,4
1064,1,17,3,2
1065,1,14,0,4
1066,0,14,0,2
1067,0,14,0,3
1068,0,12,3,0
1069,1,13,1,3
1070,0,14,1,3
1071,0,13,3,2
1072,0,14,1,3
1073,0,12,0,2
1074,1,13,1,1
1075,0,16,1,3
1076,0,18,0,2
1077,0,17,2,3
1078,1,15,1,0
1079,1,16,2,1
1080,1,12,3,3
1081,0,14,3,1
1082,0,13,2,4
1083,1,14,1,1
1084,0,13,2,1
1085,0,16,0,4
1086,0,16,3,4
1087,0,17,3,3
1088,1,12,1,4
1089,0,16,0,0
1090,1,15,0,3
1091,1,12,1,1
1092,0,15,0,0
1093,1,17,2,3
1094,1,16,2,4
1095,1,13,2,0
1096,1,16,3,1
1097,1,14,0,2
1098,1,14,2,0
1099,1,15,2,2
1100,1,17,3,2
1101,1,17,1,1
1102,0,13,1,3
1103,1,18,2,2
1104,1,17,1,4
1105,0,13,3,4
1106,1,14,0,3
1107,0,16,0,4
1108,0,14,3,3
1109,0,12,0,1
1110,0,17,2,1
1111,1,12,3,3
1112,0,18,1,1
1113,0,16,3,0
1114,1,12,1,2
1115,0,14,0,2
1116,1,12,2,2
1117,1,12,0,3
1118,0,18,1,3
1119,0,13,2,1
1120,1,15,0,1
1121,1,16,3,2
1122,0,13,3,4
1123,1,12,1,2
1124,0,17,3,2
1125,0,18,3,4
1126,0,13,1,0
1127,0,12,2,2
1128,1,17,3,3
1129,1,15,2,4
1130,1,17,1,3
1131,0,14,0,4
1132,1,14,0,4
1133,1,12,2,4
1134,1,16,1,4
1135,1,13,0,4
1136,1,18,3,0
1137,1,16,1,2
1138,1,17,0,2
1139,0,15,2,1
1140,1,13,1,2
1141,0,14,0,4
1142,1,12,3,2
1143,1,18,1,2
1144,1,13,2,2
1145,0,13,0,1
1146,0,18,2,4
1147,0,16,0,1
1148,1,15,1,3
1149,1,17,2,0
1150,1,16,1,0
1151,1,17,0,3
1152,1,15,3,1
1153,1,17,3,0
1154,1,14,1,4
1155,1,16,0,4
1156,1,15,2,4
1157,1,12,1,2
1158,0,17,0,4
1159,0,18,0,2
1160,1,16,1,3
1161,0,16,0,4
1162,0,18,0,1
1163,0,15,0,0
1164,0,15,3,2
1165,0,15,2,4
1166,0,16,3,4
1167,1,16,1,2
1168,1,13,3,0
1169,0,14,2,4
1170,1,15,2,0
1171,0,18,1,1
1172,1,15,1,4
1173,0,12,3,3
1174,1,18,3,0
1175,1,14,2,0
1176,0,14,0,3
1177,1,13,2,4
1178,0,14,0,4
1179,1,18,1,2
1180,1,15,3,1
1181,0,18,3,4
1182,1,16,0,2
1183,0,15,3,3
1184,1,14,1,2
1185,0,16,3,0
1186,1,12,1,3
1187,1,16,3,4
1188,0,15,2,1
1189,1,12,3,1
1190,0,18,1,4
1191,1,18,0,2
1192,1,13,3,3
1193,1,18,0,2
1194,1,12,3,1
1195,0,15,0,0
1196,1,12,2,0
1197,1,18,3,0
1198,1,16,3,1
1199,0,15,0,4
1200,0,16,2,3
1201,0,14,2,0
1202,1,12,1,1
1203,0,15,1,4
1204,1,17,3,2
1205,1,15,3,3
1206,0,16,2,4
1207,0,12,0,0
1208,1,18,2,0
1209,1,13,3,1
1210,1,15,2,4
1211,1,18,1,4
1212,0,17,0,4
1213,0,18,1,3
1214,0,15,2,0
1215,1,12,2,0
1216,1,13,1,0
1217,0,16,0,0
1218,0,13,3,1
1219,1,13,0,3
1220,1,15,1,0
1221,0,18,0,0
1222,0,15,0,0
1223,0,18,2,2
1224,0,16,3,2
1225,0,15,1,4
1226,0,14,0,2
1227,1,14,0,4
1228,0,15,0,2
1229,0,12,0,2
1230,0,15,2,2
1231,1,12,3,1
1232,1,15,2,4
1233,0,17,2,0
1234,0,17,2,0
1235,0,15,1,2
1236,0,16,2,2
1237,0,18,0,4
1238,1,14,3,0
1239,0,12,2,2
1240,0,16,3,1
1241,1,13,1,0
1242,0,16,3,2
1243,0,13,2,1
1244,0,13,0,0
1245,1,18,0,0
1246,1,12,2,0
1247,1,14,2,0
1248,0,14,1,4
1249,1,16,1,4
1250,1,16,0,0
1251,1,17,1,0
1252,0,13,2,1
1253,0,18,3,4
1254,1,16,0,0
1255,1,18,1,3
1256,1,17,0,0
1257,1,14,0,2
1258,1,14,2,4
1259,1,14,0,4
1260,1,17,2,3
1261,0,14,3,0
1262,0,18,1,4
1263,0,18,0,2
1264,1,18,3,2
1265,0,15,0,2
1266,1,13,0,0
1267,0,13,2,2
1268,0,13,3,1
1269,0,13,3,2
1270,1,13,1,0
1271,1,12,3,2
1272,1,18,1,3
1273,0,16,2,1
1274,0,13,3,0
1275,1,13,0,3
1276,1,13,3,2
1277,0,18,3,2
1278,1,18,1,4
1279,0,15,0,1
1280,1,12,1,2
1281,1,17,3,2
1282,0,13,1,3
1283,1,17,3,2
1284,1,15,3,1
1285,0,16,2,4
1286,0,12,2,1
1287,1,17,2,1
1288,0,17,3,3
1289,0,14,0,0
1290,1,17,2,3
1291,0,14,3,2
1292,0,13,0,2
1293,1,17,2,0
1294,1,13,2,4
1295,1,13,0,4
1296,1,15,3,3
1297,0,18,3,1
1298,0,12,1,1
1299,0,14,0,4
1300,1,13,1,1
1301,0,13,2,3
1302,1,14,2,0
1303,0,13,3,2
1304,0,15,2,3
1305,1,16,3,3
1306,1,14,0,1
1307,0,14,3,3
1308,0,14,3,4
1309,1,16,2,1
1310,0,15,3,4
1311,1,14,3,3
1312,1,17,2,1
1313,0,13,0,3
1314,0,16,2,2
1315,1,15,1,3
1316,1,14,2,4
1317,0,15,3,3
1318,1,14,2,4
1319,1,16,2,4
1320,1,17,0,2
1321,1,12,3,0
1322,0,17,3,3
1323,0,18,2,1
1324,0,18,3,2
1325,1,15,3,3
1326,0,14,2,4
1327,1,17,3,4
1328,1,15,1,0
1329,1,16,3,2
1330,0,15,1,4
1331,1,15,1,0
1332,0,12,3,1
1333,0,16,1,4
1334,0,16,2,1
1335,1,12,2,4
1336,0,13,3,1
1337,1,12,3,3
1338,0,16,1,4
1339,0,12,2,1
1340,0,16,0,0
1341,1,13,3,4
1342,0,16,0,1
1343,0,18,0,2
1344,1,15,0,3
1345,0,16,1,3
1346,1,13,2,0
1347,1,18,2,0
1348,0,15,3,1
1349,0,17,0,3
1350,1,13,0,1
1351,0,13,3,4
1352,0,17,1,1
1353,0,18,0,2
1354,1,16,1,4
1355,1,15,2,0
1356,1,14,3,4
1357,0,17,0,2
1358,1,16,1,2
1359,1,18,1,2
1360,0,17,2,4
