24,25,0
25,3,0
25,4,1
25,9,0
25,10,1
25,13,0
25,16,0
25,17,0
25,19,0
25,23,0
25,24,0
26,1,0
26,2,1
26,3,1
26,4,0
26,6,0
26,11,1
26,12,1
26,13,0
26,14,0
26,15,0
26,17,1
26,25,1
27,3,0
27,4,0
27,8,0
27,9,1
27,12,1
27,14,0
27,15,0
27,20,1
27,21,1
27,23,0
27,24,0
27,25,0
28,2,0
28,3,0
28,4,0
28,5,0
28,9,1
28,11,0
28,13,0
28,14,0
28,16,0
28,24,0
28,25,0
29,6,0
29,7,0
29,8,0
29,9,0
29,10,1
29,11,0
29,14,1
29,15,0
29,16,0
29,17,0
29,20,0
29,21,0
29,22,0
30,1,0
30,3,0
30,8,0
30,11,1
30,13,0
30,14,0
30,15,1
30,16,0
30,21,1
30,22,0
30,23,0
30,24,1
30,25,0
31,4,1
31,5,0
31,6,0
31,8,1
31,12,1
31,13,0
31,16,0
31,17,1
31,18,0
31,20,0
31,23,0
31,25,0
32,3,0
32,6,0
32,8,0
32,12,1
32,14,0
32,16,0
32,17,0
32,19,0
32,20,0
32,21,0
32,22,1
32,23,0
32,24,1
33,2,1
33,3,1
33,4,1
33,6,0
33,7,1
33,8,0
33,11,0
33,12,0
33,15,1
33,19,0
33,21,0
33,23,0
33,24,0
34,2,1
34,5,0
34,9,1
34,10,1
34,13,0
34,15,0
34,20,1
34,21,1
34,22,0
34,25,1
35,3,1
35,4,0
35,5,1
35,6,1
35,7,0
35,9,0
35,10,1
35,15,0
35,18,1
35,19,0
35,21,0
35,25,0
36,1,1
36,2,1
36,5,1
36,9,1
36,10,0
36,11,1
36,14,1
36,15,0
36,17,0
36,20,0
36,21,0
36,23,0
36,24,0
36,25,0
37,5,1
37,6,1
37,8,0
37,11,1
37,13,0
37,15,1
37,16,0
37,18,1
37,19,1
37,22,1
37,24,1
37,25,0
38,1,0
38,2,1
38,3,1
38,5,1
38,6,0
38,9,0
38,11,1
38,13,0
38,15,0
38,17,0
38,19,1
38,20,0
38,21,0
38,23,0
39,1,1
39,3,0
39,5,1
39,6,0
39,13,0
39,15,0
39,17,0
39,18,1
39,21,0
39,25,1
40,6,0
40,7,0
40,9,0
40,12,1
40,14,0
40,18,0
40,19,0
40,20,1
40,21,1
40,22,0
40,25,1
41,1,0
41,3,0
41,4,0
41,6,0
41,10,1
41,11,0
41,13,0
41,15,0
41,17,0
41,18,0
41,20,0
41,21,1
41,24,0
42,2,0
42,3,1
42,6,1
42,11,1
42,14,0
42,15,0
42,20,0
42,21,0
42,23,0
42,25,0
43,1,1
43,3,0
43,7,0
43,8,0
43,9,0
43,13,1
43,14,1
43,16,0
43,17,0
43,18,0
43,20,0
43,23,0
43,25,1
44,2,0
44,5,0
44,8,0
44,12,1
44,13,0
44,15,0
44,18,0
44,21,0
44,22,0
44,23,0
44,24,0
45,3,0
45,6,0
45,7,0
45,8,1
45,9,0
45,10,1
45,11,0
45,13,0
45,14,1
45,19,0
45,20,0
46,2,0
46,3,0
46,6,0
46,11,0
46,12,0
46,13,0
46,15,0
46,16,0
46,20,0
46,25,0
47,2,0
47,4,0
47,7,0
47,8,0
47,9,1
47,11,0
47,12,0
47,14,1
47,16,1
47,19,0
47,25,0
48,1,0
48,3,1
48,6,1
48,8,1
48,11,0
48,12,0
48,13,0
48,14,0
48,16,1
48,18,0
48,19,1
48,21,0
48,23,1
48,25,0
49,2,0
49,4,1
49,5,0
49,6,0
49,8,1
49,9,0
49,15,0
49,16,0
49,18,0
49,20,0
49,25,0
50,1,0
50,3,1
50,5,0
50,9,1
50,10,0
50,13,1
50,15,0
50,17,1
50,18,0
50,19,1
50,21,0
50,22,0
50,23,1
51,1,0
51,4,0
51,7,0
51,8,1
51,9,0
51,10,0
51,11,0
51,13,0
51,16,0
51,19,0
51,22,0
51,24,1
51,25,0
52,2,0
52,3,1
52,5,0
52,7,0
52,9,0
52,10,0
52,11,0
52,15,0
52,16,0
52,18,0
52,19,0
52,20,0
52,25,0
53,1,1
53,2,1
53,4,0
53,6,0
53,9,1
53,12,1
53,14,1
53,15,0
53,17,1
53,18,0
53,20,1
53,23,0
53,24,1
54,2,1
54,3,0
54,4,0
54,6,1
54,9,0
54,10,1
54,11,0
54,12,1
54,13,1
54,14,1
54,16,0
54,19,1
54,21,0
54,23,0
55,1,1
55,4,1
55,8,0
55,11,1
55,12,1
55,14,1
55,17,1
55,19,0
55,20,0
55,22,0
55,24,0
55,25,0
56,4,1
56,7,0
56,8,0
56,14,0
56,15,0
56,16,0
56,21,0
56,23,0
56,24,0
56,25,0
57,2,1
57,4,0
57,6,0
57,8,0
57,9,1
57,10,0
57,12,1
57,14,1
57,17,1
57,18,1
57,19,0
57,21,0
57,24,1
58,2,1
58,3,1
58,10,0
58,11,0
58,14,0
58,15,0
58,18,0
58,19,0
58,23,1
58,24,1
58,25,0
59,1,0
59,4,0
59,7,1
59,8,1
59,9,1
59,11,1
59,13,0
59,14,0
59,15,1
59,16,0
59,17,0
59,21,1
59,24,0
60,6,0
60,7,0
60,8,1
60,9,1
60,12,0
60,13,0
60,14,0
60,17,0
60,18,0
60,20,0
60,24,1
61,2,1
61,7,1
61,9,0
61,10,0
61,12,1
61,14,0
61,15,1
61,17,0
61,18,0
61,21,0
61,25,0
62,4,1
62,6,0
62,7,1
62,8,1
62,10,1
62,12,1
62,13,0
62,15,0
62,19,0
62,21,0
62,22,0
62,23,0
62,25,0
63,1,0
63,2,0
63,3,0
63,5,0
63,8,1
63,11,1
63,13,1
63,16,0
63,19,0
63,20,0
63,21,1
63,23,0
63,24,0
63,25,0
64,1,0
64,5,0
64,6,0
64,8,0
64,10,1
64,11,1
64,15,0
64,16,0
64,18,0
64,19,1
64,22,0
65,1,1
65,3,0
65,5,1
65,8,0
65,9,0
65,13,0
65,14,1
65,16,1
65,18,0
65,19,1
65,22,0
66,2,1
66,4,0
66,6,1
66,11,1
66,12,0
66,13,0
66,14,0
66,15,0
66,17,0
66,20,0
66,21,1
66,22,1
66,24,0
67,2,1
67,3,0
67,4,0
67,5,1
67,11,0
67,12,0
67,15,1
67,16,0
67,19,1
67,20,1
67,22,0
68,1,0
68,5,1
68,8,1
68,11,0
68,13,0
68,14,1
68,15,0
68,18,1
68,19,0
68,20,0
68,21,1
69,1,0
69,4,0
69,5,1
69,7,0
69,8,0
69,12,0
69,13,0
69,14,1
69,20,0
69,21,0
69,22,0
69,23,0
69,24,0
70,4,1
70,6,0
70,7,0
70,8,1
70,10,0
70,13,0
70,15,0
70,16,0
70,17,0
70,18,0
70,20,0
70,23,1
70,25,0
71,4,0
71,8,0
71,9,0
71,10,0
71,11,0
71,15,0
71,17,1
71,18,0
71,21,0
71,24,0
72,1,0
72,2,0
72,3,0
72,4,1
72,5,0
72,6,1
72,7,0
72,10,0
72,14,0
72,17,1
72,20,0
72,21,0
72,23,1
72,25,1
73,2,0
73,3,1
73,4,1
73,5,1
73,6,0
73,10,0
73,11,0
73,12,1
73,15,1
73,16,0
73,17,1
73,19,0
73,21,1
73,22,0
74,4,0
74,8,1
74,10,1
74,11,1
74,12,0
74,13,0
74,14,0
74,15,1
74,19,0
74,21,0
74,22,1
75,1,1
75,2,0
75,4,1
75,6,0
75,7,1
75,12,1
75,13,0
75,14,1
75,16,0
75,18,0
75,21,0
75,22,0
75,24,0
75,25,1
76,1,1
76,2,1
76,4,0
76,5,0
76,6,1
76,10,1
76,13,1
76,15,1
76,16,1
76,17,1
76,19,1
77,5,0
77,8,0
77,9,0
77,10,0
77,11,0
77,15,1
77,18,0
77,19,0
77,21,0
77,24,1
78,1,1
78,4,1
78,5,1
78,6,1
78,7,1
78,9,0
78,13,1
78,15,0
78,16,0
78,17,0
78,19,0
78,20,0
78,22,0
79,1,1
79,2,0
79,4,1
79,9,0
79,13,1
79,14,1
79,17,0
79,18,0
79,19,1
79,21,0
79,22,0
79,23,0
79,24,1
80,4,0
80,6,1
80,7,0
80,8,0
80,12,1
80,13,0
80,17,0
80,18,0
80,20,0
80,21,0
80,23,0
80,24,1
80,25,0
81,1,1
81,4,0
81,5,0
81,6,1
81,11,0
81,13,0
81,16,0
81,17,0
81,19,1
81,20,0
81,22,0
81,23,0
81,24,0
81,25,0
82,2,0
82,4,0
82,5,0
82,6,0
82,7,1
82,13,1
82,16,1
82,19,1
82,22,0
82,23,0
83,2,0
83,3,1
83,4,0
83,5,0
83,6,0
83,9,0
83,13,0
83,14,0
83,15,0
83,17,0
83,19,1
83,21,1
83,23,1
83,24,0
84,1,0
84,2,0
84,4,0
84,8,0
84,9,0
84,10,1
84,12,0
84,14,0
84,16,0
84,18,0
84,20,1
84,21,1
84,23,0
84,24,0
85,1,0
85,3,1
85,5,0
85,8,0
85,11,1
85,13,0
85,14,0
85,18,0
85,22,0
85,25,0
86,1,0
86,3,1
86,4,1
86,10,0
86,12,0
86,13,0
86,17,1
86,18,0
86,24,0
86,25,1
87,1,1
87,5,0
87,7,1
87,8,0
87,14,0
87,15,0
87,21,0
87,22,0
87,23,1
87,25,1
88,2,0
88,3,1
88,6,1
88,8,0
88,9,0
88,11,1
88,12,1
88,19,0
88,20,0
88,21,0
89,3,0
89,6,0
89,8,0
89,9,1
89,10,0
89,12,0
89,14,0
89,17,0
89,18,0
89,19,0
89,20,0
89,21,1
89,25,0
90,2,1
90,3,1
90,7,1
90,8,0
90,9,1
90,12,0
90,14,0
90,15,0
90,16,0
90,20,0
90,21,0
90,22,0
91,2,0
91,3,0
91,5,1
91,6,0
91,9,0
91,10,1
91,11,1
91,12,1
91,15,0
91,23,1
91,24,1
91,25,0
92,1,0
92,3,0
92,5,1
92,7,0
92,9,1
92,13,0
92,15,0
92,19,1
92,20,0
92,25,0
93,2,1
93,3,0
93,5,1
93,8,0
93,9,1
93,13,0
93,15,1
93,16,1
93,18,0
93,19,1
93,21,1
93,25,0
94,1,0
94,3,1
94,4,1
94,12,1
94,13,0
94,15,0
94,16,0
94,17,0
94,18,0
94,21,0
94,22,1
94,25,1
95,4,1
95,7,1
95,8,0
95,9,0
95,10,0
95,12,1
95,15,0
95,20,0
95,21,0
95,23,0
96,3,0
96,6,1
96,8,1
96,10,0
96,11,0
96,12,1
96,13,1
96,15,0
96,16,0
96,18,1
96,19,0
96,22,1
97,3,0
97,6,0
97,7,0
97,9,1
97,12,0
97,13,1
97,14,0
97,16,0
97,19,1
97,21,1
97,22,0
97,23,0
97,24,0
97,25,0
98,3,0
98,7,1
98,8,0
98,11,1
98,12,1
98,16,1
98,18,0
98,20,0
98,21,0
98,22,0
98,23,1
99,3,0
99,5,0
99,8,1
99,11,1
99,12,0
99,15,0
99,17,0
99,18,1
99,20,0
99,21,1
99,24,0
100,7,0
100,8,0
100,12,1
100,14,1
100,15,0
100,18,0
100,19,0
100,22,1
100,23,0
100,24,1
101,1,0
101,3,0
101,4,0
101,7,1
101,8,0
101,9,1
101,12,0
101,13,0
101,16,1
101,20,0
101,21,0
101,23,0
101,24,0
102,1,0
102,7,1
102,8,1
102,10,0
102,11,1
102,12,0
102,14,1
102,19,1
102,24,0
102,25,0
103,1,0
103,4,1
103,5,0
103,6,0
103,7,0
103,11,0
103,12,1
103,13,1
103,21,0
103,22,0
103,23,0
103,24,0
103,25,0
104,1,1
104,2,1
104,3,0
104,5,0
104,7,1
104,8,1
104,14,1
104,15,1
104,17,0
104,22,0
104,25,0
105,6,0
105,7,0
105,9,0
105,10,1
105,13,0
105,18,1
105,19,0
105,21,0
105,22,1
105,23,0
106,3,0
106,4,1
106,5,0
106,6,1
106,7,0
106,10,1
106,13,0
106,15,0
106,16,0
106,17,1
106,18,1
106,21,1
106,23,1
106,24,0
107,1,0
107,4,1
107,6,0
107,8,0
107,11,0
107,13,1
107,14,1
107,17,1
107,19,1
107,21,1
107,22,0
107,24,1
108,1,0
108,2,0
108,3,0
108,6,1
108,7,0
108,8,0
108,10,0
108,14,0
108,17,0
108,19,0
108,20,0
108,22,0
108,24,0
109,1,0
109,4,0
109,5,0
109,6,0
109,7,1
109,9,1
109,13,0
109,18,1
109,20,0
109,22,0
109,23,1
109,24,0
110,2,0
110,3,1
110,4,1
110,6,1
110,7,1
110,8,1
110,11,0
110,16,0
110,18,1
110,19,0
110,21,0
110,22,0
111,3,0
111,5,1
111,14,1
111,18,0
111,19,1
111,20,1
111,21,0
111,22,0
111,24,0
111,25,0
112,4,1
112,5,0
112,7,0
112,8,1
112,9,0
112,10,1
112,12,1
112,16,1
112,17,0
112,18,0
112,23,0
112,24,0
113,1,0
113,2,0
113,3,1
113,5,0
113,6,0
113,7,1
113,8,0
113,9,1
113,11,1
113,15,0
113,19,0
113,20,1
113,23,1
113,24,1
114,1,0
114,3,1
114,4,1
114,10,1
114,11,0
114,12,1
114,15,0
114,18,0
114,20,1
114,22,0
114,24,0
114,25,0
115,1,0
115,9,0
115,10,0
115,12,0
115,13,0
115,17,0
115,18,0
115,19,0
115,21,1
115,24,1
116,1,1
116,2,1
116,3,1
116,4,1
116,7,0
116,8,1
116,9,0
116,11,1
116,12,1
116,16,1
116,17,1
116,19,0
116,24,0
116,25,0
117,5,0
117,6,1
117,7,0
117,13,1
117,14,0
117,15,0
117,16,1
117,18,0
117,20,1
117,21,0
117,22,1
118,1,0
118,2,1
118,4,1
118,6,1
118,7,1
118,8,1
118,11,0
118,16,0
118,18,0
118,20,0
118,21,0
118,22,1
119,3,0
119,7,1
119,9,1
119,10,0
119,14,0
119,15,1
119,18,1
119,21,1
119,22,1
119,23,0
120,2,1
120,3,1
120,4,1
120,6,0
120,8,1
120,9,0
120,10,1
120,13,0
120,18,0
120,19,0
120,20,0
121,1,0
121,2,0
121,6,1
121,7,1
121,9,1
121,13,0
121,14,0
121,15,1
121,22,1
121,23,1
121,24,0
122,2,0
122,6,0
122,7,0
122,8,0
122,10,0
122,12,0
122,13,0
122,15,1
122,19,1
122,21,0
122,22,0
122,23,1
122,24,0
123,2,0
123,3,0
123,4,1
123,7,0
123,9,0
123,11,0
123,12,0
123,15,0
123,18,0
123,19,0
123,20,0
123,21,0
123,23,0
123,24,0
124,3,0
124,7,0
124,9,1
124,11,1
124,12,0
124,13,0
124,14,0
124,16,0
124,17,0
124,18,1
124,22,0
124,25,0
125,3,0
125,6,0
125,12,1
125,14,0
125,17,1
125,19,0
125,21,0
125,22,1
125,23,0
125,24,0
126,2,1
126,6,0
126,9,0
126,10,1
126,11,0
126,12,0
126,15,0
126,16,0
126,18,0
126,19,0
126,20,0
126,24,0
126,25,0
127,2,0
127,3,0
127,4,1
127,5,0
127,7,1
127,10,1
127,11,0
127,14,0
127,15,0
127,20,0
127,21,0
127,22,0
127,23,0
127,25,0
128,1,0
128,2,0
128,3,0
128,4,0
128,7,1
128,8,0
128,10,0
128,13,1
128,14,0
128,15,0
128,18,1
128,19,0
128,24,0
129,3,0
129,6,1
129,7,0
129,8,1
129,11,1
129,12,1
129,14,0
129,15,1
129,18,1
129,19,1
129,20,0
129,23,0
129,24,1
129,25,0
130,2,0
130,3,0
130,6,1
130,7,0
130,9,0
130,12,0
130,16,0
130,17,1
130,19,0
130,20,0
130,22,1
130,23,0
130,24,0
130,25,0
131,2,1
131,9,1
131,10,0
131,11,1
131,12,0
131,13,1
131,16,1
131,17,0
131,18,0
131,20,0
131,23,0
131,25,0
132,1,1
132,3,0
132,7,1
132,10,1
132,12,0
132,13,0
132,14,0
132,15,0
132,17,1
132,19,0
132,20,0
132,21,0
132,23,1
132,24,0
133,1,1
133,2,0
133,3,0
133,4,0
133,5,0
133,9,0
133,10,1
133,12,0
133,19,0
133,20,0
133,22,0
133,24,0
133,25,0
134,2,1
134,5,0
134,8,0
134,11,1
134,12,0
134,13,0
134,14,0
134,15,0
134,16,1
134,17,0
134,19,0
134,23,0
134,24,0
134,25,0
135,1,0
135,4,0
135,5,0
135,6,0
135,8,0
135,14,0
135,15,0
135,16,0
135,20,0
135,21,1
135,23,0
135,24,0
136,1,0
136,2,1
136,5,0
136,6,0
136,14,0
136,16,0
136,17,1
136,19,1
136,20,0
136,22,0
136,23,0
136,25,1
137,1,1
137,5,0
137,7,0
137,8,0
137,9,1
137,12,0
137,13,0
137,19,0
137,20,0
137,21,0
137,22,0
137,23,0
137,25,0
138,2,1
138,4,1
138,5,0
138,7,1
138,9,0
138,10,1
138,14,0
138,18,0
138,21,0
138,24,0
138,25,0
139,2,0
139,3,0
139,9,0
139,10,0
139,11,1
139,12,1
139,18,0
139,22,0
139,23,0
139,24,0
139,25,0
140,1,0
140,2,1
140,3,1
140,6,0
140,8,0
140,9,1
140,10,0
140,14,0
140,15,0
140,16,0
140,17,0
140,18,0
140,19,1
140,24,0
141,1,0
141,5,1
141,6,1
141,10,0
141,13,0
141,15,0
141,17,0
141,19,1
141,20,1
141,24,0
142,1,1
142,7,0
142,9,0
142,11,1
142,13,0
142,14,0
142,15,1
142,16,0
142,17,0
142,19,1
142,20,0
142,21,0
142,24,0
142,25,0
143,2,0
143,4,1
143,7,0
143,9,0
143,10,1
143,13,0
143,14,1
143,16,1
143,17,1
143,20,0
143,21,0
143,23,1
143,25,0
144,1,1
144,3,0
144,4,1
144,5,1
144,6,1
144,8,1
144,11,0
144,12,0
144,14,0
144,16,1
144,17,0
144,18,1
144,21,0
145,1,1
145,3,0
145,6,0
145,9,1
145,13,1
145,15,0
145,16,0
145,18,1
145,20,0
145,22,0
145,23,0
145,24,0
145,25,0
146,1,0
146,3,1
146,7,0
146,8,1
146,10,0
146,14,0
146,15,0
146,16,0
146,17,0
146,18,0
146,19,1
146,23,0
146,24,0
147,4,1
147,5,1
147,6,1
147,8,0
147,10,0
147,12,1
147,14,1
147,16,1
147,18,0
147,20,0
147,23,0
147,24,0
147,25,0
148,1,0
148,2,1
148,3,0
148,4,1
148,7,1
148,9,0
148,10,1
148,12,1
148,14,0
148,15,1
148,19,1
148,22,0
149,4,1
149,5,1
149,6,0
149,8,1
149,11,1
149,14,1
149,16,0
149,19,0
149,20,1
149,24,1
149,25,1
150,2,1
150,6,1
150,7,1
150,9,0
150,11,1
150,12,1
150,13,1
150,14,1
150,15,1
150,16,1
150,17,0
150,19,0
150,21,0
151,4,0
151,5,1
151,8,0
151,10,0
151,12,0
151,14,0
151,15,1
151,19,0
151,20,0
151,22,0
152,4,1
152,5,1
152,8,0
152,9,0
152,13,0
152,14,0
152,17,0
152,18,1
152,21,0
152,24,0
153,3,1
153,9,1
153,12,1
153,17,0
153,18,0
153,19,0
153,20,0
153,22,0
153,23,0
153,24,1
154,3,1
154,8,1
154,10,1
154,11,0
154,13,0
154,14,0
154,15,0
154,17,0
154,18,0
154,19,1
155,1,0
155,2,1
155,5,0
155,9,0
155,10,0
155,11,0
155,16,1
155,17,1
155,18,0
155,20,0
155,21,0
155,25,1
156,1,1
156,2,0
156,7,1
156,12,1
156,13,0
156,17,0
156,18,0
156,19,0
156,21,0
156,22,0
157,3,1
157,4,1
157,5,0
157,6,0
157,9,1
157,11,0
157,13,1
157,15,0
157,17,0
157,18,0
157,19,1
157,24,0
157,25,0
158,2,1
158,3,0
158,4,1
158,5,1
158,6,1
158,10,0
158,11,0
158,14,0
158,16,1
158,17,1
158,19,0
158,21,1
158,22,0
158,24,0
159,1,0
159,2,1
159,3,0
159,4,1
159,8,1
159,13,1
159,15,0
159,16,1
159,20,0
159,25,1
160,3,1
160,6,0
160,7,0
160,13,0
160,16,1
160,19,1
160,20,1
160,21,1
160,22,0
160,23,0
160,24,0
160,25,0
161,1,1
161,2,0
161,3,0
161,6,1
161,8,1
161,12,0
161,13,1
161,14,0
161,16,0
161,17,0
161,18,1
161,23,0
162,2,1
162,7,1
162,8,1
162,9,0
162,10,0
162,12,1
162,18,0
162,20,0
162,21,0
162,23,0
163,3,0
163,4,1
163,7,1
163,9,0
163,10,0
163,11,0
163,16,0
163,17,0
163,18,0
163,20,0
163,21,0
163,23,0
163,24,0
163,25,0
164,3,1
164,6,1
164,8,0
164,11,0
164,15,0
164,19,0
164,20,1
164,21,0
164,22,0
164,23,1
165,1,1
165,5,1
165,6,1
165,8,0
165,9,1
165,11,0
165,12,1
165,13,1
165,20,0
165,22,0
165,24,1
165,25,0
166,1,1
166,2,0
166,4,0
166,5,0
166,11,0
166,14,1
166,15,0
166,16,0
166,18,0
166,21,0
166,23,1
167,5,1
167,6,1
167,7,0
167,8,1
167,10,1
167,11,1
167,13,1
167,14,0
167,15,0
167,16,0
167,19,0
167,22,0
167,24,1
168,1,1
168,2,1
168,8,0
168,9,0
168,11,1
168,12,1
168,13,0
168,18,0
168,19,0
168,20,1
168,21,0
168,23,0
169,2,0
169,4,0
169,6,1
169,7,0
169,9,1
169,11,1
169,12,0
169,14,0
169,22,0
169,23,0
170,2,1
170,3,0
170,5,1
170,6,1
170,8,1
170,9,0
170,10,1
170,11,1
170,15,0
170,19,0
170,21,0
170,22,1
170,24,0
171,1,1
171,3,0
171,6,0
171,7,0
171,8,0
171,11,0
171,12,1
171,15,0
171,16,0
171,25,1
172,1,0
172,2,0
172,4,0
172,6,1
172,9,1
172,14,0
172,16,0
172,17,0
172,24,0
172,25,0
173,3,0
173,5,1
173,6,0
173,10,0
173,15,1
173,17,1
173,18,0
173,19,0
173,21,0
173,22,0
173,25,0
174,1,0
174,2,0
174,3,0
174,8,0
174,9,0
174,10,0
174,15,0
174,18,0
174,19,1
174,20,0
174,21,0
174,24,0
174,25,0
175,1,1
175,3,0
175,6,0
175,7,0
175,8,1
175,12,0
175,13,1
175,14,0
175,16,1
175,17,0
175,20,0
175,23,0
175,24,0
176,2,0
176,6,0
176,8,0
176,9,1
176,10,1
176,11,1
176,16,1
176,20,0
176,21,0
176,23,0
176,24,0
177,5,1
177,7,0
177,8,1
177,12,0
177,13,0
177,15,1
177,16,0
177,17,0
177,20,0
177,21,1
177,22,0
177,23,0
178,3,0
178,9,0
178,12,1
178,13,0
178,15,0
178,17,0
178,18,1
178,19,1
178,20,1
178,23,0
179,2,0
179,4,0
179,5,0
179,7,0
179,8,0
179,9,1
179,10,0
179,11,0
179,14,0
179,17,0
179,18,0
179,19,1
179,24,0
179,25,1
180,2,0
180,4,1
180,9,0
180,10,0
180,14,0
180,17,0
180,20,0
180,21,0
180,22,0
180,23,0
181,2,1
181,3,1
181,4,1
181,6,1
181,7,0
181,9,1
181,17,0
181,19,0
181,21,1
181,24,0
182,4,1
182,7,0
182,10,0
182,11,1
182,15,1
182,16,0
182,17,0
182,21,0
182,22,1
182,23,1
182,24,0
182,25,0
183,2,0
183,3,0
183,6,1
183,7,0
183,8,0
183,11,1
183,14,0
183,20,1
183,22,0
183,25,0
184,2,0
184,4,1
184,7,0
184,12,0
184,15,1
184,18,1
184,21,1
184,22,0
184,23,0
184,24,0
184,25,1
185,1,0
185,4,0
185,7,0
185,8,1
185,9,0
185,10,0
185,14,1
185,19,0
185,23,1
185,24,0
185,25,0
186,1,1
186,2,0
186,3,0
186,4,0
186,6,0
186,9,1
186,10,0
186,12,1
186,13,0
186,19,1
186,20,0
186,24,1
186,25,0
187,2,1
187,7,1
187,8,0
187,9,0
187,10,1
187,11,0
187,13,0
187,14,0
187,15,0
187,19,0
187,20,0
187,21,0
187,22,0
187,24,0
188,2,1
188,4,0
188,5,0
188,10,1
188,12,0
188,15,0
188,21,0
188,23,0
188,24,0
188,25,0
189,2,0
189,4,0
189,5,1
189,13,0
189,14,1
189,15,0
189,18,1
189,19,1
189,22,0
189,25,1
190,2,0
190,3,1
190,5,1
190,6,0
190,8,0
190,11,0
190,12,1
190,15,1
190,20,0
190,21,0
190,23,1
190,25,1
191,1,0
191,2,1
191,5,1
191,8,0
191,9,0
191,11,0
191,15,0
191,16,0
191,19,0
191,20,0
191,25,0
192,1,0
192,3,1
192,4,0
192,7,1
192,8,0
192,9,0
192,10,0
192,11,1
192,12,0
192,17,0
192,18,0
192,19,0
192,23,1
192,25,0
193,2,0
193,3,1
193,9,0
193,10,1
193,11,0
193,14,1
193,15,1
193,17,0
193,18,0
193,19,1
193,20,1
193,22,1
193,24,0
194,3,0
194,4,1
194,9,0
194,10,0
194,13,0
194,14,0
194,15,0
194,16,0
194,18,0
194,19,0
194,24,0
195,1,0
195,3,0
195,4,1
195,6,1
195,8,1
195,9,1
195,11,1
